timestamp_ms;event;details
0;session_start;startFreq=40;stepHz=5;stepTime=1500;target=61;minIters=5;sigmaMax=6;randDigits=1
9448.918;stimulus_start;idx=0;digits=21;freq=5;dur=5000;needReaction=1
