timestamp_ms;event;details
0;session_start;startFreq=40;stepHz=5;stepTime=500;target=90
18285.81;keypress;vk=105
19003.386;answer;input=90;target=90;correct=1;CurFreq=4;σ=∞
19003.386;jump;NewStartFreq=1;dir=up
33875.971;keypress;vk=101
34438.492;answer;input=58;target=58;correct=1;CurFreq=30;σ=18.385
34438.492;jump;NewStartFreq=35;dir=down
44180.89;keypress;vk=104
44563.465;answer;input=84;target=84;correct=1;CurFreq=16;σ=13.013
44563.465;jump;NewStartFreq=11;dir=up
52033.45;keypress;vk=98
52281.565;answer;input=23;target=23;correct=1;CurFreq=25;σ=11.413
52281.565;jump;NewStartFreq=30;dir=down
57298.432;keypress;vk=105
57590.949;answer;input=94;target=94;correct=1;CurFreq=20;σ=9.899
57590.949;jump;NewStartFreq=15;dir=up
62720.941;keypress;vk=98
63126.041;answer;input=27;target=27;correct=1;CurFreq=25;σ=9.187
63126.041;jump;NewStartFreq=30;dir=down
68256.005;keypress;vk=99
68571.029;answer;input=35;target=35;correct=1;CurFreq=20;σ=8.386
68571.029;jump;NewStartFreq=15;dir=up
71879.568;session_stop;reason=manual;freq=21
