timestamp_ms;event;details
0;session_start;mode=Sequential
17.717;stimulus_start;idx=0;digits=55;freq=5;dur=9997;needReaction=1
9974.676;stimulus_answer;idx=0;input=55;target=55;correct=1;rtMs=9098
9974.69;stimulus_start;idx=1;digits=84;freq=5;dur=9994;needReaction=1
13912.051;stimulus_answer;idx=1;input=84;target=84;correct=1;rtMs=3189
13912.064;stimulus_start;idx=2;digits=48;freq=5;dur=10006;needReaction=1
23918.195;stimulus_timeout;idx=2
27637.599;stimulus_answer;idx=2;input=48;target=48;correct=1;rtMs=n/a
27637.612;stimulus_start;idx=3;digits=14;freq=5;dur=10000;needReaction=1
29819.615;stimulus_answer;idx=3;input=14;target=14;correct=1;rtMs=1889
29819.628;stimulus_start;idx=4;digits=66;freq=5;dur=10000;needReaction=1
32497.178;stimulus_answer;idx=4;input=56;target=66;correct=0;rtMs=2469
32497.203;stimulus_start;idx=5;digits=63;freq=5;dur=10000;needReaction=1
36614.61;stimulus_answer;idx=5;input=34;target=63;correct=0;rtMs=3909
36614.623;stimulus_start;idx=6;digits=41;freq=5;dur=10000;needReaction=1
46614.727;stimulus_timeout;idx=6
51060.009;stimulus_answer;idx=6;input=41;target=41;correct=1;rtMs=n/a
51060.009;sequence_end;
