timestamp_ms;event;details
0;session_start;mode=Sequential
4.761;stimulus_start;idx=0;digits=63;freq=20;dur=5000;needReaction=1
5005.372;stimulus_timeout;idx=0
7504.254;stimulus_answer;idx=0;input=63;target=63;correct=1;rtMs=n/a
7504.268;stimulus_start;idx=1;digits=25;freq=10;dur=5000;needReaction=1
12504.892;stimulus_timeout;idx=1
13399.364;stimulus_answer;idx=1;input=25;target=25;correct=1;rtMs=n/a
13399.379;stimulus_start;idx=2;digits=85;freq=5;dur=5000;needReaction=1
18400.186;stimulus_timeout;idx=2
19654.64;stimulus_answer;idx=2;input=85;target=85;correct=1;rtMs=n/a
19654.653;stimulus_start;idx=3;digits=53;freq=15;dur=5000;needReaction=1
23546.716;stimulus_answer;idx=3;input=53;target=53;correct=1;rtMs=3217
23546.731;stimulus_start;idx=4;digits=39;freq=30;dur=5000;needReaction=1
28546.795;stimulus_timeout;idx=4
30837.018;stimulus_answer;idx=4;input=39;target=39;correct=1;rtMs=n/a
30837.032;stimulus_start;idx=5;digits=45;freq=55;dur=5000;needReaction=1
35837.296;stimulus_timeout;idx=5
37676.676;stimulus_answer;idx=5;input=45;target=45;correct=1;rtMs=n/a
37676.695;stimulus_start;idx=6;digits=98;freq=5;dur=5000;needReaction=1
42677.422;stimulus_timeout;idx=6
43684.33;stimulus_answer;idx=6;input=98;target=98;correct=1;rtMs=n/a
43684.33;sequence_end;
