timestamp_ms;event;details
0;session_start;mode=Sequential
18.124;stimulus_start;idx=0;digits=21;freq=5;dur=5000;needReaction=1
2167.802;stimulus_answer;idx=0;input=21;target=21;correct=1;rtMs=1566
2167.817;stimulus_start;idx=1;digits=99;freq=10;dur=5000;needReaction=1
4148.127;stimulus_answer;idx=1;input=99;target=99;correct=1;rtMs=1732
4148.141;stimulus_start;idx=2;digits=30;freq=5;dur=5000;needReaction=1
5903.256;stimulus_answer;idx=2;input=30;target=30;correct=1;rtMs=1124
5903.268;stimulus_start;idx=3;digits=22;freq=10;dur=5000;needReaction=1
8242.736;stimulus_answer;idx=3;input=22;target=22;correct=1;rtMs=1034
8242.75;stimulus_start;idx=4;digits=82;freq=5;dur=5000;needReaction=1
10245.193;stimulus_answer;idx=4;input=82;target=82;correct=1;rtMs=1237
10245.207;stimulus_start;idx=5;digits=70;freq=10;dur=5000;needReaction=1
12630.639;stimulus_answer;idx=5;input=70;target=70;correct=1;rtMs=1890
12630.654;stimulus_start;idx=6;digits=82;freq=5;dur=5000;needReaction=1
15307.735;stimulus_answer;idx=6;input=82;target=82;correct=1;rtMs=1732
15307.751;stimulus_start;idx=7;digits=36;freq=10;dur=5000;needReaction=1
18120.844;stimulus_answer;idx=7;input=36;target=36;correct=1;rtMs=2024
18120.844;sequence_end;
