timestamp_ms;event;details
0;session_start;mode=Sequential
17.859;stimulus_start;idx=0;digits=84;freq=6;dur=8000;needReaction=1
8228.3;stimulus_answer;idx=0;input=84;target=84;correct=1;rtMs=6929
8228.314;stimulus_start;idx=1;digits=23;freq=8;dur=8000;needReaction=1
11738.621;stimulus_answer;idx=1;input=45;target=23;correct=0;rtMs=2722
11738.636;stimulus_start;idx=2;digits=19;freq=15;dur=8000;needReaction=1
12638.267;stimulus_answer;idx=2;input=67;target=19;correct=0;rtMs=472
12638.279;stimulus_start;idx=3;digits=75;freq=5;dur=8000;needReaction=1
13651.204;stimulus_answer;idx=3;input=45;target=75;correct=0;rtMs=607
13651.219;stimulus_start;idx=4;digits=29;freq=8;dur=8000;needReaction=1
14888.751;stimulus_answer;idx=4;input=67;target=29;correct=0;rtMs=832
14888.765;stimulus_start;idx=5;digits=44;freq=10;dur=8000;needReaction=1
