timestamp_ms;event;details
0;session_start;mode=Sequential
17.589;stimulus_start;idx=0;digits=21;freq=5;dur=5000;needReaction=1
2137.035;stimulus_answer;idx=0;input=21;target=21;correct=1;rtMs=1311
2137.048;stimulus_start;idx=1;digits=99;freq=10;dur=5000;needReaction=1
3779.537;stimulus_answer;idx=1;input=66;target=99;correct=0;rtMs=1148
3779.549;stimulus_start;idx=2;digits=30;freq=5;dur=5000;needReaction=1
5400.019;stimulus_answer;idx=2;input=34;target=30;correct=0;rtMs=1169
5400.033;stimulus_start;idx=3;digits=22;freq=10;dur=5000;needReaction=1
6862.095;stimulus_answer;idx=3;input=76;target=22;correct=0;rtMs=922
6862.109;stimulus_start;idx=4;digits=82;freq=5;dur=5000;needReaction=1
8009.58;stimulus_answer;idx=4;input=34;target=82;correct=0;rtMs=854
8009.595;stimulus_start;idx=5;digits=70;freq=10;dur=5000;needReaction=1
9179.604;stimulus_answer;idx=5;input=75;target=70;correct=0;rtMs=967
9179.619;stimulus_start;idx=6;digits=82;freq=5;dur=5000;needReaction=1
9967.795;stimulus_answer;idx=6;input=34;target=82;correct=0;rtMs=585
9967.808;stimulus_start;idx=7;digits=36;freq=10;dur=5000;needReaction=1
10665.926;stimulus_answer;idx=7;input=63;target=36;correct=0;rtMs=539
10665.926;sequence_end;
