timestamp_ms;event;details
0;session_start;mode=Sequential
22.368;stimulus_start;idx=0;digits=84;freq=6;dur=8000;needReaction=1
3073.307;stimulus_answer;idx=0;input=84;target=84;correct=1;rtMs=1588
3073.339;stimulus_start;idx=1;digits=23;freq=8;dur=8000;needReaction=1
4715.689;stimulus_answer;idx=1;input=23;target=23;correct=1;rtMs=1147
4715.702;stimulus_start;idx=2;digits=19;freq=15;dur=8000;needReaction=1
6605.761;stimulus_answer;idx=2;input=19;target=19;correct=1;rtMs=1080
6605.775;stimulus_start;idx=3;digits=75;freq=5;dur=8000;needReaction=1
8675.743;stimulus_answer;idx=3;input=75;target=75;correct=1;rtMs=1215
8675.757;stimulus_start;idx=4;digits=29;freq=8;dur=8000;needReaction=1
10611.324;stimulus_answer;idx=4;input=29;target=29;correct=1;rtMs=1079
10611.339;stimulus_start;idx=5;digits=44;freq=10;dur=8000;needReaction=1
13333.178;stimulus_answer;idx=5;input=44;target=44;correct=1;rtMs=2312
13333.193;stimulus_start;idx=6;digits=93;freq=2;dur=8000;needReaction=1
21334.27;stimulus_timeout;idx=6
28948.589;stimulus_answer;idx=6;input=93;target=93;correct=1;rtMs=n/a
28948.603;stimulus_start;idx=7;digits=82;freq=3;dur=8000;needReaction=1
31805.991;stimulus_answer;idx=7;input=85;target=82;correct=0;rtMs=1643
31806.007;stimulus_start;idx=8;digits=85;freq=5;dur=8000;needReaction=1
34461.179;stimulus_answer;idx=8;input=39;target=85;correct=0;rtMs=1890
34461.193;stimulus_start;idx=9;digits=39;freq=10;dur=8000;needReaction=1
42462.173;stimulus_timeout;idx=9
47128.607;stimulus_answer;idx=9;input=39;target=39;correct=1;rtMs=n/a
47128.607;sequence_end;
