timestamp_ms;event;details
0;session_start;mode=Sequential
17.995;stimulus_start;idx=0;digits=83;freq=30;dur=5000;needReaction=1
5128.565;stimulus_answer;idx=0;input=83;target=83;correct=1;rtMs=3958
5128.746;stimulus_start;idx=1;digits=39;freq=60;dur=1000;needReaction=1
6129.585;stimulus_timeout;idx=1
6973.581;stimulus_answer;idx=1;input=39;target=39;correct=1;rtMs=n/a
6973.592;stimulus_start;idx=2;digits=78;freq=60;dur=10000;needReaction=1
8256.068;stimulus_answer;idx=2;input=78;target=78;correct=1;rtMs=967
8256.091;stimulus_start;idx=3;digits=47;freq=60;dur=10000;needReaction=1
9808.592;stimulus_answer;idx=3;input=47;target=47;correct=1;rtMs=1057
9808.603;stimulus_start;idx=4;digits=68;freq=60;dur=10000;needReaction=1
11473.549;stimulus_answer;idx=4;input=52;target=68;correct=0;rtMs=1102
11473.564;stimulus_start;idx=5;digits=57;freq=60;dur=10000;needReaction=1
12913.675;stimulus_answer;idx=5;input=78;target=57;correct=0;rtMs=1147
12913.689;stimulus_start;idx=6;digits=52;freq=60;dur=10000;needReaction=1
17548.591;stimulus_answer;idx=6;input=74;target=52;correct=0;rtMs=1889
17548.602;stimulus_start;idx=7;digits=78;freq=60;dur=10000;needReaction=1
18606.068;stimulus_answer;idx=7;input=48;target=78;correct=0;rtMs=494
18606.081;stimulus_start;idx=8;digits=74;freq=60;dur=10000;needReaction=1
20878.713;stimulus_answer;idx=8;input=43;target=74;correct=0;rtMs=1439
20878.724;stimulus_start;idx=9;digits=48;freq=60;dur=10000;needReaction=1
21868.532;stimulus_answer;idx=9;input=66;target=48;correct=0;rtMs=719
21868.545;stimulus_start;idx=10;digits=43;freq=60;dur=10000;needReaction=1
24006.058;stimulus_answer;idx=10;input=81;target=43;correct=0;rtMs=1124
24006.071;stimulus_start;idx=11;digits=66;freq=60;dur=10000;needReaction=1
29991.038;stimulus_answer;idx=11;input=81;target=66;correct=0;rtMs=4792
29991.051;stimulus_start;idx=12;digits=81;freq=60;dur=10000;needReaction=1
32511.035;stimulus_answer;idx=12;input=44;target=81;correct=0;rtMs=2070
32511.035;sequence_end;
