timestamp_ms;event;details
0;session_start;mode=Sequential
6.742;stimulus_start;idx=0;digits=83;freq=30;dur=5000;needReaction=1
2031.659;stimulus_answer;idx=0;input=53;target=83;correct=0;rtMs=1825
2031.859;stimulus_start;idx=1;digits=39;freq=60;dur=1000;needReaction=1
2661.263;stimulus_answer;idx=1;input=53;target=39;correct=0;rtMs=449
2661.275;stimulus_start;idx=2;digits=78;freq=60;dur=10000;needReaction=1
3246.258;stimulus_answer;idx=2;input=64;target=78;correct=0;rtMs=450
3246.277;stimulus_start;idx=3;digits=47;freq=60;dur=10000;needReaction=1
3831.629;stimulus_answer;idx=3;input=64;target=47;correct=0;rtMs=427
3831.642;stimulus_start;idx=4;digits=68;freq=60;dur=10000;needReaction=1
4371.346;stimulus_answer;idx=4;input=64;target=68;correct=0;rtMs=449
4371.357;stimulus_start;idx=5;digits=57;freq=60;dur=10000;needReaction=1
4888.822;stimulus_answer;idx=5;input=64;target=57;correct=0;rtMs=382
4888.836;stimulus_start;idx=6;digits=52;freq=60;dur=10000;needReaction=1
5361.565;stimulus_answer;idx=6;input=64;target=52;correct=0;rtMs=360
5361.578;stimulus_start;idx=7;digits=78;freq=60;dur=10000;needReaction=1
5811.442;stimulus_answer;idx=7;input=65;target=78;correct=0;rtMs=337
5811.455;stimulus_start;idx=8;digits=74;freq=60;dur=10000;needReaction=1
6351.981;stimulus_answer;idx=8;input=64;target=74;correct=0;rtMs=450
6351.992;stimulus_start;idx=9;digits=48;freq=60;dur=10000;needReaction=1
6869.311;stimulus_answer;idx=9;input=65;target=48;correct=0;rtMs=449
6869.325;stimulus_start;idx=10;digits=43;freq=60;dur=10000;needReaction=1
7408.946;stimulus_answer;idx=10;input=64;target=43;correct=0;rtMs=427
7408.96;stimulus_start;idx=11;digits=66;freq=60;dur=10000;needReaction=1
7904.196;stimulus_answer;idx=11;input=64;target=66;correct=0;rtMs=405
7904.211;stimulus_start;idx=12;digits=81;freq=60;dur=10000;needReaction=1
8871.794;stimulus_answer;idx=12;input=64;target=81;correct=0;rtMs=674
8871.794;sequence_end;
