timestamp_ms;event;details
0;session_start;mode=Sequential
3.682;stimulus_start;idx=0;digits=83;freq=30;dur=5000;needReaction=1
2671.809;stimulus_answer;idx=0;input=65;target=83;correct=0;rtMs=2487
2671.821;stimulus_start;idx=1;digits=39;freq=60;dur=1000;needReaction=1
3436.653;stimulus_answer;idx=1;input=64;target=39;correct=0;rtMs=247
3436.666;stimulus_start;idx=2;digits=78;freq=60;dur=10000;needReaction=1
3796.946;stimulus_answer;idx=2;input=45;target=78;correct=0;rtMs=44
3796.959;stimulus_start;idx=3;digits=47;freq=60;dur=10000;needReaction=1
4134.797;stimulus_answer;idx=3;input=54;target=47;correct=0;rtMs=44
4134.812;stimulus_start;idx=4;digits=68;freq=60;dur=10000;needReaction=1
4494.61;stimulus_answer;idx=4;input=45;target=68;correct=0;rtMs=67
4494.623;stimulus_start;idx=5;digits=57;freq=60;dur=10000;needReaction=1
4832.302;stimulus_answer;idx=5;input=45;target=57;correct=0;rtMs=44
4832.314;stimulus_start;idx=6;digits=52;freq=60;dur=10000;needReaction=1
5191.484;stimulus_answer;idx=6;input=54;target=52;correct=0;rtMs=66
5191.496;stimulus_start;idx=7;digits=78;freq=60;dur=10000;needReaction=1
5529.873;stimulus_answer;idx=7;input=64;target=78;correct=0;rtMs=2
5529.885;stimulus_start;idx=8;digits=74;freq=60;dur=10000;needReaction=1
5866.733;stimulus_answer;idx=8;input=45;target=74;correct=0;rtMs=66
5866.745;stimulus_start;idx=9;digits=48;freq=60;dur=10000;needReaction=1
6249.428;stimulus_answer;idx=9;input=64;target=48;correct=0;rtMs=22
6249.442;stimulus_start;idx=10;digits=43;freq=60;dur=10000;needReaction=1
6609.838;stimulus_answer;idx=10;input=64;target=43;correct=0;rtMs=2
6609.849;stimulus_start;idx=11;digits=66;freq=60;dur=10000;needReaction=1
6969.56;stimulus_answer;idx=11;input=45;target=66;correct=0;rtMs=66
6969.572;stimulus_start;idx=12;digits=81;freq=60;dur=10000;needReaction=1
7441.523;stimulus_answer;idx=12;input=54;target=81;correct=0;rtMs=44
7441.523;sequence_end;
